2003-01-29 15:00:00;r;0;0
2003-01-29 15:10:00;r;0;0
2003-01-29 15:20:00;r;0;0
2003-01-29 15:30:00;r;0;0
2003-01-29 15:40:00;r;0;0
2003-01-29 15:50:00;r;0;0
2003-01-29 16:00:00;r;0;0
2003-01-29 16:10:00;r;0;0
2003-01-29 16:20:00;r;0;0
2003-01-29 16:30:00;r;0;0
2003-01-29 16:40:00;r;0;0
2003-01-29 16:50:00;r;0;0
2003-01-29 17:00:00;r;0;0
2003-01-29 17:10:00;r;0;0
2003-01-29 17:20:00;r;0;0
2003-01-29 17:30:00;r;0;0
2003-01-29 17:40:00;r;0;0
2003-01-29 17:50:00;r;0;0
2003-01-29 18:00:00;r;0;0
2003-01-29 18:10:00;r;0;0
2003-01-29 18:20:00;r;0;0
2003-01-29 18:30:00;r;0;0
2003-01-29 18:40:00;r;0;0
2003-01-29 18:50:00;r;0;0
2003-01-29 19:00:00;r;0;0
2003-01-29 19:10:00;r;0;0
2003-01-29 19:20:00;r;0;0
2003-01-29 19:30:00;r;0;0
2003-01-29 19:40:00;r;0;0
2003-01-29 19:50:00;r;0;0
2003-01-29 20:00:00;r;0;0
2003-01-29 20:10:00;r;0;0
2003-01-29 20:20:00;r;0;0
2003-01-29 20:30:00;r;0;0
2003-01-29 20:40:00;r;0;0
2003-01-29 20:50:00;r;0;0
2003-01-29 21:00:00;r;0;0
2003-01-29 21:10:00;r;0;0
2003-01-29 21:20:00;r;0;0
2003-01-29 21:30:00;r;0;0
2003-01-29 21:40:00;r;0;0
2003-01-29 21:50:00;r;0;0
2003-01-29 22:00:00;r;0;0
2003-01-29 22:10:00;r;0;0
2003-01-29 22:20:00;r;0;0
2003-01-29 22:30:00;r;0;0
2003-01-29 22:40:00;r;0;0
2003-01-29 22:50:00;r;0;0
2003-01-29 23:00:00;r;0;0
2003-01-29 23:10:00;r;0;0
2003-01-29 23:20:00;r;0;0
2003-01-29 23:30:00;r;0;0
2003-01-29 23:40:00;r;0;0
2003-01-29 23:50:00;r;0;0
2003-01-30 00:00:00;r;0;0
2003-01-30 00:10:00;r;0;0
2003-01-30 00:20:00;r;0;0
2003-01-30 00:30:00;r;0;0
2003-01-30 00:40:00;r;0;0
2003-01-30 00:50:00;r;0;0
2003-01-30 01:00:00;r;0;0
2003-01-30 01:10:00;r;0;0
2003-01-30 01:20:00;r;0;0
2003-01-30 01:30:00;r;0;0
2003-01-30 01:40:00;r;0;0
2003-01-30 01:50:00;r;0;0
2003-01-30 02:00:00;r;0;0
2003-01-30 02:10:00;r;0;0
2003-01-30 02:20:00;r;0;0
2003-01-30 02:30:00;r;0;0
2003-01-30 02:40:00;r;0;0
2003-01-30 02:50:00;r;0;0
2003-01-30 03:00:00;r;0;0
2003-01-30 03:10:00;r;0;0
2003-01-30 03:20:00;r;0;0
2003-01-30 03:30:00;r;0;0
2003-01-30 03:40:00;r;0;0
2003-01-30 03:50:00;r;0;0
2003-01-30 04:00:00;r;0;0
2003-01-30 04:10:00;r;0;0
2003-01-30 04:20:00;r;0;0
2003-01-30 04:30:00;r;0;0
2003-01-30 04:40:00;r;0;0
2003-01-30 04:50:00;r;0;0
2003-01-30 05:00:00;r;0;0
2003-01-30 05:10:00;r;0;0
2003-01-30 05:20:00;r;0;0
2003-01-30 05:30:00;r;0;0
2003-01-30 05:40:00;r;0;0
2003-01-30 05:50:00;r;0;0
2003-01-30 06:00:00;r;0;0
